idcode,year,nev_mar,not_smsa,south,occ_code,union,ttl_exp,ln_wage
12,87,0,0,0,2,0,14.384615,3.0007362
12,88,0,0,0,2,0,15.557693,2.8452649
13,71,0,0,0,1,0,3,1.9544634
13,73,0,0,0,1,0,3.8653846,1.8643298
13,78,0,0,0,1,0,5.5192308,2.1258345
13,80,0,0,0,1,1,7.3653846,2.0504456
13,82,0,0,0,3,0,8.3653841,2.1198628
13,83,0,0,0,3,0,9.3653841,2.6678684
13,85,0,0,0,3,0,10.769231,3.5791285
13,87,0,0,0,3,0,12.769231,1.6788766
13,88,0,0,0,3,0,14.25,2.5713699
14,87,0,0,0,1,0,6.0576925,2.1434047
14,88,0,0,0,1,0,7.3846154,2.0471208
15,77,0,0,0,1,0,6.5576921,2.2050233
15,80,0,0,0,1,1,8.7692308,2.3835156
15,82,0,0,0,1,1,10.653846,2.5392368
15,83,0,0,0,1,1,10.961538,2.4855468
15,85,0,0,0,1,1,12.692307,2.3079464
15,87,0,0,0,1,1,14.461538,2.8137445
15,88,0,0,0,1,1,15.769231,2.8211098
16,70,1,0,0,1,0,.51923078,2.0432465
16,72,1,0,0,1,0,2.3461537,2.0113277
16,73,1,0,0,1,0,3.3076923,2.0874736
16,77,0,0,0,1,0,5.3076925,1.9353597
16,78,0,0,0,1,0,6.3269229,2.0186203
16,80,0,0,0,2,0,8.2115383,1.9796462
16,82,0,0,0,1,0,10.096154,2.128231
16,83,0,0,0,1,0,11.096154,2.1713836
16,85,0,0,0,1,0,13.096154,2.2539291
16,87,0,0,0,1,0,15.096154,2.6441796
16,88,0,0,0,1,0,16.384615,2.7397485
17,70,1,0,0,1,0,.51923078,2.0000293
17,71,1,0,0,1,0,1.4615386,1.9544634
17,72,0,0,0,1,0,2.3333333,2.0831819
17,73,0,0,0,1,0,3.4166667,2.6470895
17,77,0,0,0,1,0,6.4166665,2.0391016
17,87,0,0,0,1,0,8.9935894,2.3720238
18,77,0,0,0,3,0,1.5192308,1.237874
18,85,0,0,0,5,0,4.3333335,1.5389072
18,87,0,0,0,5,0,6.3333335,1.6293058
18,88,0,0,0,5,0,7.75,1.6550792
19,70,1,0,0,1,0,.5,2.0187805
19,71,1,0,0,1,0,1.5576923,2.0420008
19,72,0,0,0,1,0,2.4230769,1.7730269
19,78,0,0,0,1,0,5.0576921,1.7809941
19,80,0,0,0,1,0,6.9423075,1.7041177
19,82,0,0,0,8,0,8.8269234,1.8115619
19,83,0,0,0,1,0,8.8269234,2.1391046
19,85,0,0,0,1,0,10.826923,2.1928341
19,87,0,0,0,1,0,12.826923,2.2848706
19,88,0,0,0,1,1,14.211538,2.3185594
20,70,1,0,0,1,0,.5,2.0187805
20,71,1,0,0,1,0,1.5,2.0816658
20,72,1,0,0,1,0,2.4038463,2.1172609
20,73,0,0,0,1,1,3.4423077,2.099896
20,77,0,0,0,1,0,5.4166665,2.1005802
20,78,0,0,0,1,0,6.4935894,1.9903961
20,80,0,0,0,1,0,8.3782043,1.9586951
20,82,0,0,0,1,0,9.916666,1.9273149
20,83,0,0,0,1,1,10.666666,2.0688183
20,85,0,0,0,1,1,12.51282,2.1928341
20,87,0,0,0,1,0,14.51282,2.2189126
20,88,0,0,0,1,1,15.858974,2.2681837
21,72,0,0,0,1,0,1.75,2.2083449
21,73,0,0,0,1,0,2.7692308,2.1940827
21,85,0,0,0,3,0,10,.98552239
22,70,1,0,0,1,0,1.4230769,1.971228
22,71,0,0,0,1,0,2.4166667,2.0420008
22,72,0,0,0,1,0,2.4166667,2.3216734
22,73,0,0,0,1,0,3.4358974,2.3205674
22,77,0,0,0,1,0,4.8782053,2.1295154
22,78,0,0,0,1,0,5.8589745,2.0568414
22,80,0,0,0,1,0,7.7435899,2.1601057
22,82,0,0,0,1,0,9.6282053,2.209372
22,85,0,0,0,1,0,11.628205,2.2520454
22,87,0,0,0,1,0,13.628205,2.0070679
22,88,0,0,0,1,0,15.012821,2.2036452
23,77,0,1,0,1,0,6.3846159,1.8546993
23,82,0,1,0,1,0,8.9230776,1.8562976
23,83,0,1,0,1,0,9.9615393,1.8737952
23,87,0,1,0,1,0,13.961539,1.7964861
23,88,0,1,0,1,0,15.346155,2.0858622
24,70,0,0,0,1,0,2.6217947,2.0000293
24,72,0,0,0,1,0,3.5064101,2.0990551
24,73,0,0,0,1,0,4.5064101,2.0388083
24,77,0,0,0,1,0,5.2756405,1.8061476
24,78,0,0,0,1,0,6.3525639,1.8579543
24,80,0,0,0,1,1,8.2371788,1.9986045
24,82,0,0,0,1,0,10.121794,2.1621723
24,83,0,0,0,1,0,11.121794,2.1196868
24,85,0,0,0,1,0,13.121794,2.3079464
24,87,0,0,0,1,0,15.121794,2.3867352
24,88,0,0,0,1,0,16.467947,2.4064951
25,70,0,0,0,1,0,2.5384617,2.0432465
25,77,0,0,0,1,0,6.7692308,2.1097133
25,78,0,0,0,1,0,7.8076925,2.1157839
25,80,0,0,0,8,0,9.6923084,2.0968978
25,82,0,0,0,1,0,11.576923,2.226783
25,83,0,0,0,1,0,12.576923,2.3111935
25,85,0,0,0,1,0,14.576923,2.1540928
25,87,0,0,0,1,0,16.576923,2.2668359
25,88,0,0,0,1,0,17.75,2.259815
26,70,1,0,0,1,0,2.5384617,2.0432465
26,71,1,1,0,1,0,3.5192308,2.1224883
26,83,0,1,0,2,0,10.442307,1.1537404
26,87,0,1,0,13,0,14.25,1.9017074
27,70,1,0,0,1,0,2.4551282,2.1680541
27,71,1,0,0,1,0,3.4166665,2.1224883
29,71,0,0,0,1,0,2.2884617,2.111764
29,72,0,0,0,3,0,3.3653846,1.6737087
30,72,0,0,0,6,1,3.7435899,1.5767901
30,77,0,0,0,4,0,4.3974357,1.6773648
30,82,0,0,0,6,0,4.9551277,1.4109865
30,83,0,0,0,6,0,5.8782048,1.382926
35,82,0,0,0,7,0,2.8589742,1.1314017
36,73,1,0,0,3,0,5.6474361,1.6174701
36,77,1,0,0,6,1,7.5897436,2.2628245
36,78,1,0,0,6,1,8.5897436,2.3219492
38,71,0,0,0,8,0,4.6153846,1.4938796
38,72,0,0,0,8,0,5.5,1.5986733
38,77,0,0,0,8,0,7.5,1.3212559
39,82,0,0,0,1,0,2.3974359,2.2793162
39,83,0,0,0,1,0,3.3974359,2.343061
39,85,0,0,0,1,0,5.3974361,2.3141658
39,87,0,0,0,1,0,7.3974361,2.2668359
39,88,0,0,0,1,0,8.8397436,2.2814286
40,71,1,0,0,3,0,1.1346154,1.7523896
41,70,1,0,0,1,0,1.6089743,1.1969546
41,71,1,0,0,1,0,2.7435899,1.6336411
41,72,1,0,0,1,0,3.6858976,1.8960483
41,77,0,0,0,3,0,5.6858978,1.739161
43,83,0,0,0,13,0,7.0192308,1.5592052
43,85,0,0,0,13,0,7.5384617,1.8176775
44,77,0,0,0,1,1,5.6474361,2.6666646
44,78,0,0,0,1,0,6.1089745,2.476491
44,82,0,0,0,1,1,9.8782053,2.8576601
44,83,0,0,0,1,1,10.839744,2.9530802
44,85,0,0,0,1,1,12.839744,3.1456454
44,87,0,0,0,1,1,14.839744,3.2851303
44,88,0,0,0,1,1,16.205128,3.3483822
45,72,1,0,0,3,1,1.3653846,1.6451927
45,73,1,0,0,3,1,2.3846154,1.8261089
45,77,0,0,0,3,1,5.8333335,2.1833014
45,78,0,0,0,3,1,6.9166665,2.2135401
45,80,0,0,0,3,1,8.833333,2.2094665
45,82,0,0,0,3,1,10.916667,2.2617629
45,83,0,0,0,3,1,11.97436,2.3356533
45,85,0,0,0,3,1,13.97436,2.2926791
45,87,0,0,0,3,1,15.833333,2.3150485
45,88,0,0,0,3,1,17.25,2.3209338
46,87,0,0,0,1,0,4.3910255,1.3854576
46,88,0,0,0,3,0,5.5448718,1.1156428
47,87,0,0,0,5,0,7.4102559,1.6928196
47,88,0,0,0,5,0,8.7371788,1.2603251
48,87,0,0,0,11,0,4.9615383,1.4304553
49,70,0,0,0,3,0,2.3846154,1.8542563
49,71,0,0,0,3,0,3.4230771,1.8480508
49,82,0,0,0,4,0,4.4230771,1.3862944
49,83,0,0,0,3,0,5.4038463,1.5692561
50,83,0,0,0,1,0,5.0384617,1.8129859
50,85,0,0,0,1,0,6.0384617,2.1540928
51,71,1,0,0,3,0,2.0961537,1.6027337
51,72,0,0,0,4,0,3.1923077,1.5986733
51,78,0,0,0,3,0,3.7307692,1.2503659
51,82,0,0,0,3,0,5.7884617,1.8213177
51,88,0,0,0,1,0,10.269231,1.4880251
53,73,1,0,0,3,0,2.0576923,1.5076551
53,82,0,0,0,3,0,3.3525641,1.3862944
54,88,1,0,0,8,0,10.397436,1.6158584
55,70,1,0,0,1,0,2.9615383,1.6878655
55,71,1,0,0,8,0,3.9615383,1.676201
55,72,1,0,0,1,0,4.9230766,1.6777167
55,73,1,0,0,1,0,5.9807692,1.6566902
55,78,0,0,0,6,0,7.5833335,1.2895859
56,77,0,0,0,5,0,1.423077,2.3508754
56,82,0,0,0,4,0,3.8076923,2.7080503
57,71,0,0,0,8,0,1.6346154,1.3015075
57,77,0,0,0,8,0,4.1346154,1.7912596
57,78,0,0,0,8,0,5.0576925,1.8381525
57,80,0,0,0,8,0,6.9038463,.75363553
57,82,0,0,0,8,0,8.5576925,1.4350837
57,83,0,0,0,8,0,9.5384617,1.4594412
57,87,0,0,0,2,0,11.538462,1.6535988
57,88,0,0,0,3,0,12.846154,1.754576
58,82,0,0,0,8,0,9.5,1.9572736
58,83,0,0,0,8,1,10.583333,2.0492094
58,87,0,1,0,8,0,11.429487,1.9408802
59,83,0,0,0,3,0,3.0769231,1.5692561
59,85,0,0,0,8,0,4.75,1.099209
60,70,1,0,0,3,0,1.5192307,1.6071039
60,71,1,0,0,3,0,2.5961537,1.7446382
60,77,0,0,0,3,0,5.5769229,1.3212559
61,72,1,0,0,4,0,4.5,1.3210418
61,73,1,0,0,4,0,5.5192308,1.3163646
61,77,0,1,0,11,0,6.4615383,1.4524674
62,82,0,1,0,3,0,2.1153846,1.2753627
62,85,0,1,0,3,0,4.0384617,1.499687
62,87,0,1,0,3,0,6.0384617,1.6127769
62,88,0,1,0,3,0,7.3653846,1.6317316
63,71,0,0,0,1,0,2.4423077,2.1719127
63,72,0,0,0,1,1,3.4615383,2.1326063
63,77,0,0,0,1,1,6,2.5431349
63,85,0,0,0,1,1,7,3.0640111
63,87,0,0,0,1,1,9,3.2758908
63,88,0,0,0,1,1,10.384615,3.2252793
64,72,0,0,0,8,0,4.7115383,1.4937938
64,87,0,0,0,8,1,6.2692304,1.3250947
64,88,0,0,0,8,1,7.3846149,1.4825552
65,73,0,0,0,1,0,3.9230769,2.2677093
65,77,0,0,0,1,1,5.9230771,2.2375467
66,78,0,0,0,4,1,2.3461537,1.3456759
66,80,0,0,0,4,1,4.2307692,1.3225254
66,82,0,0,0,4,1,6.1153846,1.3987167
66,83,0,0,0,4,1,7.1153846,1.4067372
66,85,0,0,0,4,1,8.1153851,1.499687
66,87,0,0,0,4,0,10.038462,1.2073117
66,88,0,0,0,4,0,11.480769,1.5497184
67,70,0,0,1,1,0,1.5,2.0875666
67,72,0,1,0,1,0,3.1153846,2.2655034
67,77,0,1,0,8,0,5.75,2.2767675
67,87,0,1,0,8,0,9.8269234,2.0182419
67,88,0,1,0,1,0,11.038462,2.0858622
68,72,0,0,0,13,0,2.75,1.9763384
69,71,1,1,0,3,0,3.3846154,1.5937245
69,72,0,0,0,3,0,4.2115383,1.6243155
69,77,0,0,0,3,0,6.7884617,1.6470599
70,87,0,1,0,3,0,14.666667,2.7235365
70,88,0,1,0,3,0,16.083334,2.8177488
71,77,0,1,0,3,0,1.2115386,1.5924016
71,80,0,0,0,3,0,2.2115386,1.325597
71,82,0,0,0,3,0,4.0961537,1.3862944
71,83,0,0,0,3,0,5.0769234,1.2518017
71,85,0,1,0,3,0,7.0769234,1.5821875
71,87,0,1,0,3,0,9.0769234,1.6647365
71,88,0,1,0,3,0,10.5,1.7447789
72,77,0,0,0,3,0,6.1346159,2.1576366
72,85,0,0,0,2,0,6.8269234,1.3876369
72,87,0,0,0,3,1,8.7884617,1.9587274
72,88,0,0,0,3,1,9.4423075,2.0093131
73,72,1,1,0,6,0,1.6730769,1.2920542
73,73,1,1,0,5,0,2.653846,1.3943266
73,77,1,1,0,6,0,4.5961537,1.7761456
73,78,1,1,0,5,0,5.5961537,1.7809941
73,80,1,1,0,6,0,7.4807692,1.8302689
73,82,1,1,0,6,0,9.3653851,1.8484546
73,83,1,1,0,6,0,10.442307,1.8752687
73,85,1,1,0,3,0,11.442307,1.8657179
73,87,1,1,0,3,0,13.442307,2.8487325
75,70,0,1,0,8,0,1.3653847,1.4396249
75,71,0,1,0,8,0,2.3269231,1.4530572
75,77,0,1,0,6,1,5.6923075,2.3508754
75,80,0,1,0,6,1,7.9615383,2.341095
75,82,0,1,0,6,1,9.6153841,2.2628036
75,83,0,1,0,6,1,10.115384,2.2512918
75,85,0,1,0,6,1,11.846153,2.3025851
75,87,0,1,0,6,1,13.307692,2.5687878
75,88,0,1,0,6,1,14.499999,2.5257287
76,85,1,1,0,11,0,2.3333333,1.7515776
77,78,0,1,0,8,0,.90384614,1.7253561
77,80,0,1,0,8,0,2.5833333,1.275272
77,82,0,1,0,8,0,4.6666665,1.3217559
78,72,0,0,0,3,0,2.4807692,2.2655034
78,77,0,0,0,3,0,5.0769229,2.2874789
78,78,0,0,0,3,0,6.1538463,2.323318
78,80,0,0,0,3,1,7.9423079,1.5597233
78,82,0,0,0,3,0,9.8269234,2.2915242
78,83,0,0,0,3,0,10.884616,2.4612539
78,85,0,0,0,2,0,12.884616,2.5105603
78,87,0,0,0,3,0,14.884616,2.7484703
78,88,0,0,0,3,0,16.326923,2.8734097
80,85,0,0,0,3,0,2.3141026,2.1928341
80,87,0,0,0,3,0,4.3141026,2.1875155
80,88,0,0,0,3,0,5.7179489,2.4913273
81,80,0,0,0,8,1,.25,1.3498406
82,70,1,0,0,3,1,2.5576923,2.0759385
82,71,1,0,0,3,0,3.4423077,2.111764
82,72,0,0,0,3,0,4.4615383,2.1477203
82,73,0,0,0,3,0,5.5192308,2.1895781
83,72,1,0,0,8,0,1.4166666,1.1191
83,73,1,0,0,8,0,2.474359,1.5031807
83,77,1,0,0,3,0,5.3333335,1.726721
83,80,0,0,0,3,0,8.333334,1.8576682
83,82,0,0,0,3,0,10.217949,2.0399206
83,83,0,0,0,3,0,11.23718,2.1080859
83,87,0,0,0,3,0,11.23718,1.4304553
85,85,0,0,0,2,0,2.8461537,2.1928341
85,87,0,0,0,3,0,4.8461537,2.1236024
86,73,1,0,0,3,0,5.3461537,2.2697952
86,77,1,0,0,3,0,7.2884617,2.4833078
86,80,1,0,0,8,1,10.173077,2.2195544
86,82,1,0,0,8,1,12.057693,2.5257287
86,85,1,0,0,8,1,14.673077,2.5602508
86,87,1,0,0,8,1,16.096153,2.3370993
86,88,1,0,0,8,1,16.26923,2.5781155
87,71,1,0,0,1,0,3.7692308,2.3003554
89,70,1,0,0,1,0,.76923078,2.2174788
89,71,1,0,0,1,0,1.6538461,2.4608631
92,77,0,0,0,8,1,2.6282053,1.945453
93,77,1,0,0,3,0,5.7884617,1.9244784
94,71,1,0,0,3,0,1.2692307,1.4938796
94,77,1,0,0,8,1,2.6666667,1.7770116
94,85,1,0,0,3,0,2.820513,.80653983
94,87,1,0,0,3,0,3.2435899,1.2120049
95,73,0,0,0,8,0,3.75,1.452595
97,85,0,0,0,1,1,9.833333,1.9696907
98,70,0,0,0,3,0,3.1153846,1.7049595
98,72,0,0,0,3,1,4.3846154,1.8928276
98,73,0,0,0,3,0,5.5192308,1.9337392
98,77,0,0,0,3,1,6.6730771,1.8183875
99,70,1,0,0,3,0,.38461539,1.8936168
99,72,1,0,0,3,0,2.3333333,1.8499877
99,73,1,0,0,3,0,3.3333333,1.8829061
103,78,0,0,0,13,1,3.5,2.1039295
103,85,0,0,0,13,1,6.891026,2.1540928
103,87,0,0,0,13,1,8.4294872,2.4896333
103,88,0,0,0,13,1,9.833333,2.4035881
104,73,0,0,0,13,1,3.7884614,2.1433814
104,77,0,0,0,13,1,5.5833335,2.7531865
104,82,0,0,0,13,0,5.8525643,1.2644726
104,87,0,0,0,13,0,8.4871798,1.1794263
104,88,0,0,0,13,0,8.9487181,1.3201437
105,82,0,0,0,13,0,2.3653846,2.5257287
105,88,0,0,0,3,0,8.7884617,1.392715
106,80,1,0,1,3,1,9.083333,2.1385705
106,82,1,0,1,3,0,11,2.2115655
106,83,1,0,1,3,0,12,2.3458245
106,85,1,0,1,3,0,14.083333,2.3768208
106,87,0,0,1,3,0,16.083334,2.346746
106,88,0,0,1,3,0,17.416666,2.3829992
107,71,0,0,0,6,1,2.025641,1.2707356
107,73,0,0,0,6,1,2.9487178,1.0727428
107,77,0,0,0,6,0,3.9102561,1.6470599
107,82,0,0,0,6,1,4.7948713,1.3966334
107,83,0,0,0,6,0,5.7371788,1.3335335
107,85,0,0,0,6,1,6.3910251,1.1140244
107,88,0,0,0,6,1,7.5448713,1.4696755
108,70,0,0,0,6,0,.1923077,1.3163017
108,77,0,0,0,6,0,.32692307,1.5715671
108,82,0,0,0,6,0,1.576923,2.6204622
108,83,0,0,0,3,1,1.576923,1.1894583
109,80,0,0,0,3,0,.41666666,1.275272
109,82,0,0,0,2,0,2.3333333,1.3987167
109,83,0,0,0,3,0,3.3717947,1.4459575
109,85,0,0,0,3,0,5.3717947,1.4462857
109,87,0,0,0,3,0,7.3717947,1.5202955
110,87,0,0,0,3,0,5.2371798,1.4304553
110,88,0,0,0,3,1,6.6602564,1.5497184
111,72,0,0,0,6,1,6.1730771,1.4545732
111,73,0,0,0,6,1,7.1346154,1.6372725
111,77,0,0,0,6,1,8.4807692,1.6470599
111,78,0,0,0,6,1,8.9230766,1.6010225
111,80,0,0,0,6,1,10.5,1.4656262
111,82,0,0,0,6,1,12.384615,1.7404656
111,83,0,0,0,6,1,13.038461,1.6094379
114,83,0,0,0,3,0,4.2307692,1.9128457
115,73,1,0,0,3,0,2.4487178,1.7272207
115,77,0,0,0,3,0,3.3333333,1.5135275
115,80,0,0,0,3,0,4.2371793,1.3225254
115,82,0,0,0,3,1,6.25,1.658228
115,85,0,0,0,3,0,8.25,1.7465467
115,87,0,0,0,3,0,10.25,1.8596364
118,71,0,0,0,8,0,.92948717,1.5426691
118,77,0,0,0,8,0,2.0448718,1.7051564
118,78,0,0,0,8,0,3.0641026,1.5310231
118,80,0,0,0,8,0,4.9487181,1.685029
118,82,0,0,0,8,0,6.8333335,1.6389962
118,83,0,0,0,8,0,7.3141026,1.6645663
118,85,0,0,0,8,1,9.2564106,1.7997916
121,70,1,0,0,3,1,2.8461537,1.6572286
121,71,1,0,0,3,1,3.8653846,1.676201
121,72,1,0,0,3,1,4.8461537,1.8699882
121,73,1,0,0,3,1,5.8269229,2.1918335
121,77,1,0,0,3,1,9.25,2.2033687
121,78,1,0,0,3,1,10.333333,2.2450976
121,82,0,0,0,3,1,14.25,2.2170265
121,83,0,0,0,3,1,15.166667,2.1713836
121,85,0,0,0,3,1,17.166668,2.2688682
121,87,0,0,0,3,1,19.333334,1.5736889
121,88,0,0,0,3,1,20.698719,2.2748277
122,82,0,0,0,8,0,4.1730771,1.2527629
123,88,0,0,0,6,1,7.3205128,1.0642104
126,70,1,0,0,1,0,2.0128205,1.6572286
126,71,1,0,0,8,0,2.9935896,1.676201
126,72,1,0,0,8,0,3.9935896,1.9431527
126,73,1,0,0,8,1,4.974359,2.1597943
126,77,0,0,0,8,1,8.25,2.0876532
126,78,0,0,0,8,1,9.25,2.1374335
126,80,0,0,0,8,1,11.333333,2.0263841
126,82,0,0,0,8,1,13.25,2.0617862
126,83,0,0,0,8,1,14.269231,2.1801081
126,85,0,0,0,8,1,16.25,2.1352046
126,87,0,0,0,8,1,18.25,2.3981991
126,88,0,0,0,1,0,19.75,2.3090057
127,72,1,0,0,3,0,.69230771,1.7910452
128,70,1,0,0,3,0,.66666669,1.6117661
128,71,1,0,0,3,0,1.7051282,1.7089908
128,72,1,0,0,3,0,2.6666667,1.8157376
128,73,1,0,0,3,0,3.75,1.832581
128,77,0,0,0,3,0,7.5833335,1.8424276
128,78,0,0,0,3,0,8.666667,1.9769474
128,80,0,0,0,3,0,10.583333,1.8948076
128,82,0,0,0,2,0,12.666667,2.2343059
128,83,0,0,0,3,0,13.666667,2.0553787
128,85,0,0,0,1,0,15.666667,2.0885835
128,87,0,0,0,1,0,17.666668,2.084861
128,88,0,0,0,1,0,19.032053,2.142242
129,72,0,0,0,3,0,3.4230769,1.6777167
129,77,0,0,0,3,0,3.9807692,1.7710564
129,80,0,0,0,3,0,6.0961537,1.4656262
129,82,0,0,0,3,0,7.9807692,1.7544035
129,83,0,0,0,3,0,8.9230766,1.8663933
129,85,0,0,0,3,0,10.923077,1.9051521
129,87,0,0,0,3,0,12.923077,2.0910785
129,88,0,0,0,3,0,14.230769,2.1394024
130,70,0,0,0,3,0,3.1153846,1.7823914
130,85,0,0,0,3,0,4.8076921,1.6394489
130,87,0,0,0,2,0,5.4807692,1.8726287
130,88,0,0,0,3,0,6.1538463,1.7228305
131,70,1,0,0,1,0,3.7820511,1.7091879
131,82,0,0,0,3,0,5.974359,1.5789784
131,83,0,0,0,3,0,7.0320511,1.6084763
131,85,0,0,0,3,0,9.0320511,1.4206436
131,87,0,0,0,3,0,10.993589,1.6127769
131,88,0,0,0,3,1,12.26282,1.4415051
132,72,1,0,0,3,0,1.6858975,1.5943348
132,73,0,0,0,3,0,2.724359,1.4941715
132,78,0,0,0,3,0,3.8589745,1.3086346
132,80,0,0,0,6,0,4.8782053,1.8394854
132,83,0,0,0,8,0,5.2051282,1.1687781
132,85,0,0,0,6,1,7.0128202,1.1051615
132,88,0,0,0,6,0,10.24359,1.7263259
133,70,0,0,0,3,0,2.9038463,1.9006101
133,72,0,0,0,3,0,3.8076923,1.6777167
133,85,0,0,0,3,0,4.7692308,1.2765435
134,85,0,0,0,3,0,2.7051282,1.3943264
134,87,0,0,0,2,0,4.7051282,1.6989541
134,88,0,0,0,2,0,6.1282053,1.5359485
135,80,0,0,0,8,1,1.2307693,1.755306
136,83,0,0,0,3,0,9.6730766,1.3461126
137,85,0,0,0,13,1,6.5,2.3826275
137,87,0,0,0,13,1,8.5,2.4207397
137,88,0,0,0,13,1,9.833333,2.7397485
138,82,0,0,0,3,0,6.2115388,1.7783362
138,83,0,0,0,3,0,7.1538467,1.8035374
138,85,0,0,0,3,1,9.1538467,1.8835875
138,87,0,0,0,3,0,11.134616,2.1799822
139,72,0,0,0,8,1,1.5384616,1.365742
139,85,0,0,0,8,1,5.0833335,1.7923561
139,87,0,0,0,8,0,7.0833335,1.6535988
139,88,0,0,0,3,1,8.5,1.5750365
141,80,0,0,0,3,0,5.7371798,1.6699264
141,82,0,0,0,3,0,6.6987181,1.7783362
141,85,0,0,0,3,0,9.4679489,1.6820085
141,87,0,0,0,3,0,11.467949,1.9774199
142,77,0,0,0,1,0,5.9807692,2.994982
142,80,0,0,0,1,1,8,2.2956324
142,85,0,0,0,1,1,11.903846,2.3851056
142,87,0,0,0,1,1,13.903846,2.6231647
142,88,0,0,0,1,1,15.115384,2.7397485
143,77,0,0,0,1,1,3.5,2.2859554
143,78,0,0,0,1,1,4.5384617,2.356946
143,83,0,1,0,1,0,5.8076925,2.1680925
143,87,0,0,0,1,0,6.6538463,2.2633643
143,88,0,0,0,1,0,7.0769234,2.3059239
144,70,0,0,0,8,0,2.6153846,1.6347553
144,71,0,0,0,8,0,3.5769231,2.1224883
144,72,0,0,0,3,0,4.5769229,1.5723562
144,83,0,0,1,3,0,11.673077,1.3461126
144,85,0,0,1,3,0,11.961538,1.3371681
144,87,0,0,1,3,0,12.961538,1.4792454
144,88,0,0,1,3,0,14.326923,1.2873545
145,70,1,0,0,3,0,.66666669,1.6572286
145,71,1,0,0,3,0,1.6858974,1.7976807
